POS,NEG
برای اسباب‌بازی تجربه خوبی بود؛ کالا بدون ایراد به دستم رسید.,با این اسباب‌بازی بدنه خط و خش داشت.
به‌شدت برای لباس انتخاب خوبی بود و نصب و راه‌اندازی آسون بود.,تجربه من از لباس: بدنه خط و خش داشت.
کتاب رو خریدم و کالا بدون ایراد به دستم رسید.,در مورد کتاب باید بگم که بدنه خط و خش داشت.
از خرید اسباب‌بازی ظاهر کالا شیک و باکیفیته.,برای اسباب‌بازی به‌شدت ناامید شدم؛ کیفیت ساخت پایین بود و راضی نیستم.
برای کوله‌پشتی تجربه خوبی بود؛ قیمت نسبت به کیفیت خیلی مناسب بود.,کوله‌پشتی رو گرفتم اما عملکرد محصول ضعیف بود.
فوق‌العاده برای کوله‌پشتی انتخاب خوبی بود و نصب و راه‌اندازی آسون بود.,با این کوله‌پشتی بسته‌بندی آسیب‌دیده بود.
کیبورد رو خریدم و نصب و راه‌اندازی آسون بود.,تجربه من از کیبورد: رنگ و مدل با عکس فرق داشت.
از خرید اسباب‌بازی خریدش رو به بقیه هم پیشنهاد می‌کنم.,در مورد اسباب‌بازی باید بگم که بعد از چند روز خراب شد.
برای ماوس تجربه خوبی بود؛ خریدش رو به بقیه هم پیشنهاد می‌کنم.,برای ماوس به‌شدت ناامید شدم؛ کالا با توضیحات سایت مطابقت نداشت.
بی‌نهایت برای لپ‌تاپ انتخاب خوبی بود و نصب و راه‌اندازی آسون بود.,لپ‌تاپ رو گرفتم اما کالا با توضیحات سایت مطابقت نداشت.
ماوس رو خریدم و پشتیبانی خیلی خوب راهنمایی کرد.,با این ماوس ارسال خیلی دیر انجام شد.
از خرید ساعت ارزش خرید بالایی داره.,تجربه من از ساعت: ارسال خیلی دیر انجام شد.
برای ماگ تجربه خوبی بود؛ کیفیت ساخت محکم و قابل اعتماده.,در مورد ماگ باید بگم که محصول معیوب به دستم رسید.
عالی برای کیف انتخاب خوبی بود و نصب و راه‌اندازی آسون بود.,برای کیف خیلی ناامید شدم؛ قیمتش نسبت به کیفیت بالاست.
پرینتر رو خریدم و بعد از چند هفته استفاده هنوز مثل روز اوله.,پرینتر رو گرفتم اما پشتیبانی پاسخگو نبود.
از خرید کتاب قیمت نسبت به کیفیت خیلی مناسب بود.,با این کتاب رنگ و مدل با عکس فرق داشت.
برای مودم تجربه خوبی بود؛ نصب و راه‌اندازی آسون بود.,تجربه من از مودم: ارزش خرید نداره.
به‌شدت برای عطر انتخاب خوبی بود و امکاناتش کامل و کاربردیه.,در مورد عطر باید بگم که دکمه‌ها درست کار نمی‌کرد.
اسباب‌بازی رو خریدم و ظاهر کالا شیک و باکیفیته.,برای اسباب‌بازی شدیداً ناامید شدم؛ عملکرد محصول ضعیف بود.
از خرید جاروبرقی عملکرد محصول عالیه و روان کار می‌کنه.,جاروبرقی رو گرفتم اما کیفیت ساخت پایین بود و راضی نیستم.
برای ماوس تجربه خوبی بود؛ بعد از چند هفته استفاده هنوز مثل روز اوله.,با این ماوس بعد از چند روز خراب شد.
عالی برای کفش انتخاب خوبی بود و کیفیت محصول عالیه و کاملاً راضی‌ام.,تجربه من از کفش: ارزش خرید نداره.
مودم رو خریدم و ارسال سریع بود و بسته‌بندی تمیز داشت.,در مورد مودم باید بگم که ارسال خیلی دیر انجام شد.
از خرید کتری برقی پشتیبانی خیلی خوب راهنمایی کرد.,برای کتری برقی شدیداً ناامید شدم؛ رنگ و مدل با عکس فرق داشت.
برای ماوس تجربه خوبی بود؛ کالا بدون ایراد به دستم رسید.,ماوس رو گرفتم اما باتری یا شارژدهی خیلی کم بود.
عالی برای گوشی انتخاب خوبی بود و کیفیت محصول عالیه و کاملاً راضی‌ام.,با این گوشی بعد از چند روز خراب شد.
کوله‌پشتی رو خریدم و پشتیبانی خیلی خوب راهنمایی کرد.,تجربه من از کوله‌پشتی: بسته‌بندی آسیب‌دیده بود.
از خرید تبلت پشتیبانی خیلی خوب راهنمایی کرد.,در مورد تبلت باید بگم که محصول معیوب به دستم رسید.
برای پاوربانک تجربه خوبی بود؛ کیفیت ساخت محکم و قابل اعتماده.,برای پاوربانک بسیار ناامید شدم؛ قیمتش نسبت به کیفیت بالاست.
فوق‌العاده برای عینک انتخاب خوبی بود و کیفیت ساخت محکم و قابل اعتماده.,عینک رو گرفتم اما کیفیت صدا/تصویر ناامیدکننده بود.
دستبند رو خریدم و قیمت نسبت به کیفیت خیلی مناسب بود.,با این دستبند کیفیت صدا/تصویر ناامیدکننده بود.
از خرید دستبند نصب و راه‌اندازی آسون بود.,تجربه من از دستبند: دکمه‌ها درست کار نمی‌کرد.
برای گوشی تجربه خوبی بود؛ ارسال سریع بود و بسته‌بندی تمیز داشت.,در مورد گوشی باید بگم که محصول معیوب به دستم رسید.
درجه‌یک برای ماوس انتخاب خوبی بود و ارزش خرید بالایی داره.,برای ماوس نامطلوب ناامید شدم؛ کیفیت صدا/تصویر ناامیدکننده بود.
مخلوط‌کن رو خریدم و ارسال سریع بود و بسته‌بندی تمیز داشت.,مخلوط‌کن رو گرفتم اما کالا با توضیحات سایت مطابقت نداشت.
از خرید اسباب‌بازی عملکرد محصول عالیه و روان کار می‌کنه.,با این اسباب‌بازی پشتیبانی پاسخگو نبود.
برای کوله‌پشتی تجربه خوبی بود؛ نصب و راه‌اندازی آسون بود.,تجربه من از کوله‌پشتی: ارسال خیلی دیر انجام شد.
فوق‌العاده برای گوشی انتخاب خوبی بود و دقیقاً همون چیزی بود که توی توضیحات نوشته بود.,در مورد گوشی باید بگم که کالا با توضیحات سایت مطابقت نداشت.
هدفون رو خریدم و کیفیت محصول عالیه و کاملاً راضی‌ام.,برای هدفون کاملاً ناامید شدم؛ باتری یا شارژدهی خیلی کم بود.
از خرید گوشی خریدش رو به بقیه هم پیشنهاد می‌کنم.,گوشی رو گرفتم اما کیفیت صدا/تصویر ناامیدکننده بود.
برای اسپیکر تجربه خوبی بود؛ نصب و راه‌اندازی آسون بود.,با این اسپیکر پشتیبانی پاسخگو نبود.
به‌شدت برای تبلت انتخاب خوبی بود و پشتیبانی خیلی خوب راهنمایی کرد.,تجربه من از تبلت: کیفیت صدا/تصویر ناامیدکننده بود.
ماشین اصلاح رو خریدم و ارزش خرید بالایی داره.,در مورد ماشین اصلاح باید بگم که ارسال خیلی دیر انجام شد.
از خرید کفش امکاناتش کامل و کاربردیه.,برای کفش به‌شدت ناامید شدم؛ عملکرد محصول ضعیف بود.
برای تلویزیون تجربه خوبی بود؛ دقیقاً همون چیزی بود که توی توضیحات نوشته بود.,تلویزیون رو گرفتم اما پشتیبانی پاسخگو نبود.
